Word		Original_root		Predicted_root
کیا		کر		
ہے		ہے		
۔		۔		
مسٹر		مسٹر		
کارنی		کارنی		
نے		نے		
کہا		کہہ		
کہ		کہ		
مسٹر		مسٹر		
ریومر		ریومر		
کی		کا		
دو		دو		
سالہ		سالہ		
معیاد		معیاد		
کے		کے		
دوران		دوران		
اوباما		اوباما		
نے		نے		
ہندوستان		ہندوستان		
کے		کے		
ساتھ		ساتھ		
تعلقات		تعلق		
کو		کو		
کافی		کافی		
آگے		آگے		
بڑھایا		بڑھا		
ہے		ہے		
اور		اور		
یہ		یہ		
تعلقات		تعلق		
ہمیشہ		ہمیشہ		
امریکہ		امریکہ		
کی		کا		
ترجیح		ترجیح		
رہے		رہ		
ہیں		ہے		
۔		۔		
امریکہ		امریکہ		
کے		کا		
خیال		خیال		
مےں		مےں		
ہند		ہند		
۔		۔		
امریکہ		امریکہ		
تعلقات		تعلق		
21		21		
ویں		ویں		
صدی		صدی		
مےں		مےں		
کافی		کافی		
اہمیت		اہمیت		
کے		کا		
حامل		حامل		
ہیں		ہے		
۔		۔		
بودھن		بودھن		
ٹاؤن		ٹاؤن		
صدر		صدر		
ٹی		ٹی		
آر		آر		
ایس		ایس		
جناب		جناب		
عبدالرزاق		عبدالرزاق		
نے		نے		
انسانی		انسانی		
حقوق		حقوق		
کمیشن		کمیشن		
آندھراپردیش		آندھراپردیش		
کے		کا		
نام		نام		
تحریرکردہ		تحریرکردہ		
اپنے		اپنا		
مکتوب		مکتوب		
مےں		مےں		
انھوں		وہ		
نے		نے		
حلقہ		حلقہ		
اسمبلی		اسمبلی		
بودھن		بودھن		
مےں		مےں		
ضامن		ضامن		
روزگار		روزگار		
اسکیم		اسکیم		
کے		کے		
تحت		تحت		
مزدوروں		مزدور		
کو		کو		
تقسیم		تقسیم		
کے		کے		
لئے		لئے		
مختص_کردہ		مختص_کردہ		
رقم		رقم		
اےک		اےک		
کروڑ		کروڑ		
67		67		
لاکھ		لاکھ		
روپئے		روپیہ		
مبینہ		مبینہ		
طور		طور		
پر		پر		
تغلب		تغلب		
کرنے		کر		
کا		کا		
سرکاری		سرکاری		
عہدہ_داروں		عہدہ_دار		
اور		اور		
قائدین		قائد		
پر		پر		
الزام		الزام		
عائد		عائد		
کیا		کر		
۔		۔		
مسٹر		مسٹر		
عبدالرزاق		عبدالرزاق		
نے		نے		
اپنے		اپنا		
مکتوب		مکتوب		
کے		کے		
ساتھ		ساتھ		
سوشیل		سوشیل		
آڈٹ		آڈٹ		
کی		کا		
رپورٹ		رپورٹ		
منسلک		منسلک		
کی		کر		
جس		جو		
مےں		مےں		
بودھن		بودھن		
منڈل		منڈل		
کے		کا		
مواضعات		موضع		
اچن		اچن		
پلی		پلی		
،		،		
بلال		بلال		
،		،		
بھوانی		بھوانی		
پیٹ		پیٹ		
،		،		
ایراج		ایراج		
پلی		پلی		
،		،		
کلورکی		کلورکی		
،		،		
کوپرگہ		کوپرگہ		
،		،		
NULL		null		
لنگڑاپور		لنگڑاپور		
مےں		مےں		
ضامن		ضامن		
روزگار		روزگار		
اسکیم		اسکیم		
کے		کے		
تحت		تحت		
جن		جو		
کاموں		کام		
اور		اور		
مزدوروں		مزدور		
کے		کا		
نام		نام		
رقم		رقم		
اجراء		اجراء		
کی		کر		
گئی		جا		
ہے		ہے		
تمام		تمام		
بوگس		بوگس		
ہونے		ہو		
کا		کا		
آڈیٹر		آڈیٹر		
نے		نے		
اپنی		اپنا		
رپورٹ		رپورٹ		
مےں		مےں		
انکشاف		انکشاف		
کیا		کر		
اور		اور		
آڈیٹرس		آڈیٹرس		
نے		نے		
مزدوروں		مزدور		
کے		کا		
بیانات		بیان		
بھی		بھی		
قلمبند		قلمبند		
کئے		کر		
۔		۔		
مسٹر		مسٹر		
عبدالرزاق		عبدالرزاق		
نے		نے		
انسانی		انسانی		
حقوق		حق		
کمیشن		کمیشن		
کو		کو		
بتایا		بتا		
کہ		کہ		
مزدوروں		مزدور		
اور		اور		
عوامی		عوامی		
کاموں		کام		
کے		کا		
نام		نام		
پر		پر		
حلقہ		حلقہ		
اسمبلی		اسمبلی		
بودھن		بودھن		
مےں		مےں		
اتنی		اتنی		
خطیر		خطیر		
رقم		رقم		
کا		کا		
مبینہ		مبینہ		
طور		طور		
پر		پر		
تغلب		تغلب		
کا		کا		
انکشاف		انکشاف		
ہونے		ہو		
کے		کے		
بعد		بعد		
مقامی		مقامی		
رکن		رکن		
اسمبلی		اسمبلی		
و		و		
ریاستی		ریاستی		
وزیر		وزیر		
مسٹر		مسٹر		
پی		پی		
سدرشن		سدرشن		
ریڈی		ریڈی		
کے		کا		
کان		کان		
پر		پر		
جوں		جوں		
تک		تک		
نہیں		نہیں		
دوڑی		دوڑ		
بلکہ		بلکہ		
مسٹر		مسٹر		
سدرشن		سدرشن		
ریڈی		ریڈی		
نے		نے		
ان		یہ		
مشتبہ		مشتبہ		
قائدین		قائد		
کو		کو		
نامزد		نامزد		
عہدے		عہدہ		
فراہم		فراہم		
کرنے		کر		
حکومت		حکومت		
سے		سے		
سفارش		سفارش		
کی		کر		
۔		۔		
مسٹر		مسٹر		
عبدالرزاق		عبدالرزاق		
نے		نے		
انسانی		انسانی		
حقوق		حقوق		
کمیشن		کمیشن		
سے		سے		
حلقہ		حلقہ		
اسمبلی		اسمبلی		
بودھن		بودھن		
مےں		مےں		
جاری		جاری		
مبینہ		مبینہ		
بدعنوانیوں		بدعنوانی		
اور		اور		
مزدوروں		مزدور		
کی		کا		
حق_تلفی		حق_تلفی		
کے		کے		
خلاف		خلاف		
مثبت		مثبت		
ردعمل		ردعمل		
کی		کا		
اپیل		اپیل		
کی		کر		
۔		۔		
مسٹر		مسٹر		
عبدالرزاق		عبدالرزاق		
نے		نے		
سوشیل		سوشیل		
آڈٹ		آڈٹ		
کی		کا		
نقل		نقل		
بودھن		بودھن		
پولیس		پولیس		
اسٹیشن		اسٹیشن		
مےں		مےں		
پیش		پیش		
کرتے		کر		
ہوئے		ہو		
انھوں		وہ		
نے		نے		
معاشی		معاشی		
جرائم		جرم		
مےں		مےں		
شامل		شامل		
عہدہ_داروں		عہدہ_دار		
اور		اور		
قائدین		قائد		
کے		کے		
خلاف		خلاف		
مقدمہ		مقدمہ		
درج		درج		
کرنے		کر		
کی		کا		
خواہش		خواہش		
کی		کر		
۔		۔		
محمد		محمد		
توصیف		توصیف		
الدین		الدین		
شاداب		شاداب		
آرگنائزر		آرگنائزر		
جونیر		جونیر		
اسوسی_ایٹ		اسوسی_ایٹ		
سرکل		سرکل		
کورٹلہ		کورٹلہ		
یونٹ		یونٹ		
کے		کے		
بموجب		بموجب		
ایس		ایس		
آئی		آئی		
او		او		
کورٹلہ		کورٹلہ		
یونٹ		یونٹ		
کے		کا		
زیر		زیر		
اہتمام		اہتمام		
یکم		یکم		
تا		تا		
20		20		
مئی		مئی		
گرمائی		گرما		
دینی		دینی		
کلاسیس		کلاس		
کا		کا		
اہتمام		اہتمام		
کیا		کر		
جا		جا		
رہا		رہ		
ہے		ہے		
۔		۔		
جس		جو		
مےں		مےں		
عقائد		عقیئدہ		
و		و		
آداب		ادب		
اسلامی		اسلامی		
اخلاقیات		اخلاق		
کے		کے		
علاوہ		علاوہ		
وضو		وضو		
،		،		
NULL		null		
نماز		نماز		
وغیرہ		وغیرہ		
کی		کا		
عملی		عملی		
سنتیں		سنت		
کروائی		کروا		
جائیں_گی		جا		
۔		۔		
علاوہ_ازیں		علاوہ		
اسپوکن		اسپوکن		
انگلش		انگلش		
کی		کا		
کلاس		کلاس		
و		و		
کمپیوٹر		کمپیوٹر		
کے		کا		
تعارفی		تعارفی		
کلاسیس		کلاسیس		
بھی		بھی		
چلائی		چلا		
جائیں_گی		جا		
۔		۔		
ان		یہ		
کلاسیس		کلاسیس		
مےں		مےں		
علمائے		علمائے		
کرام		کرام		
و		و		
اہل		اہل		
علم		علم		
سے		سے		
استفادہ		استفادہ		
کیا		کر		
جائےگا		جا		
۔		۔		
کلاسیس		کلاسیس		
یکم		یکم		
مئی		مئی		
تا		تا		
20		20		
مئی		مئی		
روزانہ		روزانہ		
صبح		صبح		
8.30		8.30		
تا		تا		
10.30		10.30		
بجے		بج		
ایس		ایس		
آئی		آئی		
او		او		
آفس		آفس		
روبرو		روبرو		
جامع		جامع		
مسجد		مسجد		
محلہ		محلہ		
بنڈہ		بنڈہ		
پلی		پلی		
مےں		مےں		
منعقد		منعقد		
ہوں_گی		ہے		
۔		۔		
کلاسیس		کلاسیس		
کے		کا		
اختتام		اختتام		
پر		پر		
امتحانات		امتحان		
منعقد		منعقد		
کئے		کر		
جائیں_گے		جا		
اور		اور		
پُرکشش		پُرکشش		
انعامات		انعام		
سے		سے		
نوازے		نوازا		
جائےگا		جا		
۔		۔		
مزید		مزید		
تفصیلات		تفصیل		
کے		کے		
لئے		لئے		
9885530998		9885530998		
،		،		
NULL		null		
9704607604		9704607604		
پر		پر		
ربط		ربط		
کریں		کر		
-		-		
آئی		آئی		
پی		پی		
ایل		ایل		
کے		کا		
اےک		اےک		
میچ		میچ		
مےں		مےں		
کولکتہ		کولکتہ		
نائیٹ		نائیٹ		
رائیڈرس		رائیڈرس		
نے		نے		
دہلی		دہلی		
ڈیر		ڈیر		
ڈیولس		ڈیولس		
کو		کو		
17		17		
رنوں		رن		
سے		سے		
شکست		شکست		
دے		دے		
دی		دے		
۔		۔		
کولکتہ		کولکتہ		
نے		نے		
پہلے		پہلے		
بیٹنگ		بیٹنگ		
کرتے		کر		
ہوئے		ہو		
منوج		منوج		
تیواری		تیوری		
کے		کا		
60		60		
ناٹ		ناٹ		
آوٹ		آوٹ		
رنوں		رن		
کی		کا		
بدولت		بدولت		
148		148		
رن		رن		
بنائے		بنا		
تھے		تھا		
۔		۔		
جواب		جواب		
مےں		مےں		
دہلی		دہلی		
ڈیر		ڈیر		
ڈیولس		ڈیولس		
نے		نے		
131		131		
رن		رن		
نو		نو		
وکٹس		وکٹس		
کے		کا		
نقصان		نقصان		
سے		سے		
بنائے		بنا		
۔		۔		
اسے		یہ		
17		17		
رنوں		رن		
سے		سے		
شکست		شکست		
ہو		ہو		
گئی		جا		
۔		۔		
اقبال		اقبال		
عبداللہ		عبداللہ		
نے		نے		
تین		تین		
وکٹس		وکٹس		
لئے		لے		
۔		۔		
یہاں		یہاں		
یہ		یہ		
تذکرہ		تذکرہ		
ضروری		ضروری		
ہے		ہے		
کہ		کہ		
گزشتہ		گزشتہ		
دس		دس		
دن		دن		
کے		کے		
دوران		دوران		
اس		یہ		
محلہ		محلہ		
مےں		مےں		
موٹر		موٹر		
سائیکلوں		سائیکل		
کی		کا		
چوری		چوری		
کی		کا		
یہ		یہ		
چوتھی		چوتھا		
واردات		واردات		
ہے		ہے		
۔		۔		
انھوں		وہ		
نے		نے		
کہا		کہہ		
کہ		کہ		
ترقی		ترقی		
کا		کا		
اہم		اہم		
ذریعہ		ذریعہ		
تعلیم		تعلیم		
ہے		ہے		
اور		اور		
یو		یو		
پی		پی		
اے		اے		
سرکار		سرکار		
کو		کو		
اس		یہ		
کا		کا		
احساس		احساس		
ہے		ہے		
۔		۔		
انھوں		وہ		
نے		نے		
مزید		مزید		
بتایا		بتا		
کہ		کہ		
مرکزی		مرکزی		
حکومت		حکومت		
نے		نے		
اعلیٰ		اعلیٰ		
تعلیم		تعلیم		
کے		کے		
لئے		لئے		
گزشتہ		گزشتہ		
سال		سال		
سے		سے		
24		24		
فیصد		فیصد		
زیادہ		زیادہ		
رقم		رقم		
مختص		مختص		
کر		کر		
رکھی		رکھ		
ہے		ہے		
۔		۔		
چونکہ		چونکہ		
تعلیم		تعلیم		
حاصل		حاصل		
کرنا		کر		
بچوں		بچہ		
کا		کا		
حق		حق		
ہے		ہے		
،		،		
اس		یہ		
لئے		لئے		
سروا		سروا		
سکھشا		سکھشا		
ابھیان		ابھیان		
(		(		
تعلیم		تعلیم		
سب		سب		
کے		کے		
لئے		لئے		
)		)		
پروگرام		پروگرام		
کامیابی		کامیابی		
کے		کے		
ساتھ		ساتھ		
نافذ		نافذ		
کرنے		کر		
کے		کے		
لئے		لئے		
ریاست		ریاست		
کرناٹک		کرناٹک		
کو		کو		
21		21		
ہزار		ہزار		
کروڑ		کروڑ		
روپئے		روپیہ		
مختص		مختص		
کئے		کر		
گئے		جا		
ہیں		ہے		
۔		۔		
انھوں		وہ		
نے		نے		
بتایا		بتا		
کہ		کہ		
کیندریہ		کیندریہ		
یونیورسٹی		یونیورسٹی		
کی		کا		
ملک		ملک		
مےں		مےں		
جملہ		جملہ		
1073		1073		
برانچس		برانچ		
ہےں		ہے		
جن		جو		
مےں		مےں		
11		11		
ہزار		ہزار		
طلبا		طلبا		
زیر		زیر		
تعلیم		تعلیم		
ہیں		ہے		
۔		۔		
علاوہ_ازیں		علاوہ		
پچاس		پچاس		
ہزار		ہزار		
طلبا		طلبا		
مختلف		مختلف		
شعبہ_جات		شعبہ		
مےں		مےں		
برسر		برسر		
روزگار		روزگار		
ہیں		ہے		
۔		۔		
محمد		محمد		
اکرام		اکرام		
الدین		الدین		
صدر		صدر		
الامین		الامین		
ڈسٹرکٹ		ڈسٹرکٹ		
کمیٹی		کمیٹی		
نے		نے		
کہا		کہہ		
ہے		ہے		
کہ		کہ		
این		این		
ایس		ایس		
ایس		ایس		
کیمپ		کیمپ		
سے		سے		
طلبا		طلبا		
کو		کو		
جوڑنے		جوڑ		
کا		کا		
مقصد		مقصد		
ان		وہ		
مےں		مےں		
سماجی		سماجی		
خدمات		خدمت		
کے		کا		
جذبے		جذبہ		
کو		کو		
فروغ		فروغ		
دینا		دے		
ہے		ہے		
۔		۔		
موصوف		موصوف		
شہر		شہر		
کے		کا		
مضافات		مضافات		
مےں		مےں		
گنبدانِ		گنبدانِ		
سلاطین		سلطان		
بہمنی		بہمنی		
کے		کا		
دامن		دامن		
مےں		مےں		
منعقدکردہ		منعقدکردہ		
الامین		الامین		
این		این		
ایس		ایس		
ایس		ایس		
کیمپ		کیمپ		
کے		کا		
اختتامی		اختتامی		
اجلاس		اجلاس		
کو		کو		
مخاطب		مخاطب		
کر		کر		
رہے		رہ		
تھے		تھا		
۔		۔		
جناب		جناب		
سید		سید		
محبوب		محبوب		
علی		علی		
جنرل		جنرل		
سکریٹری		سکریٹری		
الامین		الامین		
ڈسٹرکٹ		ڈسٹرکٹ		
کمیٹی		کمیٹی		
نے		نیاپنی		
اپنی		اپنا		
تقریر		تقریر		
مےں		مےں		
بتایا		بتا		
کہ		کہ		
سماجی		سماجی		
خدمت		خدمت		
بھی		بھی		
اےک		اےک		
اہم		اہم		
فریضہ		فریضہ		
ہے		ہے		
۔		۔		
طلبا		طلبا		
برادری		برادری		
جو		جو		
کسی		کوئی		
بھی		بھی		
قوم		قوم		
کے		کا		
مستقبل		مستقبل		
کی		کا		
ضمانت		ضمانت		
ہوتے		ہو		
ہےں		ہے		
،		،		
انھیں		وہ		
اپنے		اپنا		
تئیں		تئیں		
بیدار		بیدار		
رہنے		رہ		
کی		کا		
ضرورت		ضرورت		
ہے		ہے		
۔		۔		
انھوں		وہ		
نے		نے		
معاشرے		معاشرہ		
مےں		مےں		
پھیلی		پھیلا		
ہوئی		ہو		
برائیوں		برائی		
کو		کو		
دور		دور		
کرنے		کر		
،		،		
غریب		غریب		
اور		اور		
پسماندہ		پسماندہ		
افراد		فرد		
کی		کا		
مدد		مدد		
کرنے		کر		
،		،		
برائیوں		برائی		
اور		اور		
اخلاقی		اخلاقی		
بگاڑ		بگاڑ		
سے		سے		
دور		دور		
اور		اور		
اپنی		اپنا		
شخصیت_سازی		شخصیت_سازی		
کو		کو		
فروغ		فروغ		
دینے		دے		
کی		کا		
اہمیت		اہمیت		
پر		پر		
زور		زور		
دیتے		دے		
ہوئے		ہو		
طلبا		طلبا		
کو		کو		
بتایا		بتا		
کہ		کہ		
یہ		یہ		
تمام		تمام		
کام		کام		
سماجی		سماجی		
خدمت		خدمت		
کے		کے		
تحت		تحت		
آتے		آ		
ہیں		ہے		
۔		۔		
لہٰذا		لہٰذا		
طلبا		طلبا		
کے		کے		
لئے		لئے		
NULL		null		
ضروری		ضروری		
ہے		ہے		
کہ		کہ		
وہ		وہ		
اپنی		اپنا		
عملی		عملی		
زندگی		زندگی		
مےں		مےں		
ان		یہ		
معاملات		معاملہ		
کی		کا		
انجام_دہی		انجام_دہی		
کو		کو		
اپنا		اپنا		
فرض		فرض		
عین		عین		
سمجھیں		سمجھ		
۔		۔		
پروفیسر		پروفیسر		
محمد		محمد		
مقبول		مقبول		
احمد		احمد		
پرنسپال		پرنسپال		
الامین		الامین		
ڈگری		ڈگری		
کالج		کالج		
بیدر		بیدر		
کی		کا		
زیر		زیر		
صدارت		صدارت		
منعقدہ		منعقدہ		
اجلاس		اجلاس		
ہذا		ہذا		
کی		کا		
کارروائی		کارروائی		
کا		کارروائی		
محترمہ		محترمہ		
ثمرین		ثمرین		
سلطانہ		سلطانہ		
بی		بی		
اے		اے		
سال		سال		
اول		اول		
نے		نے		
استقبال		استقبال		
کیا		کر		
اور		اور		
نظامت		نظامت		
کے		کا		
فرائض		فرض		
انجام		انجام		
دیئے		دے		
۔		۔		
محترمہ		محترمہ		
آمنہ		آمنہ		
بیگم		بیگم		
طالبہ		طالبہ		
سال		سال		
دوم		دوم		
نے		نے		
سات		سات		
روزہ		روزہ		
کیمپ		کیمپ		
سے		سے		
متعلق		متعلق		
اپنے		اپنا		
تاثرات		تاثر		
بیان		بیان		
کئے		کر		
۔		۔		
این		این		
ایس		ایس		
ایس		ایس		
آفیسر		آفیسر		
محمد		محمد		
یاسر		یاسر		
حسین		حسین		
نے		نے		
شکریہ		شکریہ		
ادا		ادا		
کیا		کر		
۔		۔		
افضل		افضل		
پورہ		پورہ		
بیرون		بیرون		
شاہ		شاہ		
گنج		گنج		
بیدر		بیدر		
مےں		مےں		
موٹر		موٹر		
سائیکل		سائیکل		
نمبر		نمبر		
(		(		
ap11		ap11		
-		-		
H		H		
-		-		
1801		1801		
)		)		
کے		کا		
سرقہ		سرقہ		
کا		کا		
واقعہ		واقعہ		
پیش		پیش		
آیا		آ		
۔		۔		
موٹر		موٹر		
سائیکل		سائیکل		
مالک		مالک		
محمد		محمد		
صلاح		صلاح		
الدین		الدین		
کی		کا		
شکایت		شکایت		
